index,sentence index,reviewText,overall,productID,positive rationale,negative rationale,positive rationale encoded,negative rationale encoded
59,200,"As an on-the-mark political rant on the theft of Indian oil monies, drug smuggling, failure of the drug laws to reduce drug use, success of drug laws to maintain prices of illegal drugs, poltical influence on and misuse of federal agencies,one won't find better.  Both as a novel and as a mystery, this harlequin romance is Hillerman's worst.",3,2005263,"As an on-the-mark political rant on the theft of Indian oil monies, drug smuggling, failure of the drug laws to reduce drug use, success of drug laws to maintain prices of illegal drugs, poltical influence on and misuse of federal agencies,one won't find \ better \ .  Both as a novel and as a mystery, this harlequin romance is Hillerman's worst.","As an on-the-mark political rant on the theft of Indian oil monies, drug smuggling, \ failure \ of the drug laws to reduce drug use, success of drug laws to maintain prices of illegal drugs, poltical influence on and \ misuse \ of federal agencies,one \ won't \ find better.  Both as a novel and as a mystery, this harlequin romance is Hillerman's \ worst \ .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
60,203,"I have read every Leaphorn/Chee book by Hillerman more than once and am a great fan. I just finished this book and discussed it with a friend.. we both agreed it was so disappointing.. we cannot believe it was written by the same person. The writing was awkward and heavy-handed... by the second page I suspected something was wrong here. It reads like some cheap Harlequin mystery/romance.

The sensitive handling of Navajo spiritual beliefs, the beautiful rendering of the landscape, the terse but meaningful conversations are all missing.

All I can say is, the publishers need to pay more attention to future manuscripts and insure that a writer of Tony Hillerman's caliber is not allowed to decline in the public eye... he has given us much enjoyment.... he deserves better.

And if someone else is fleshing out Hillerman's plot lines.. the public should be warned.",1,2005263,"I have read every Leaphorn/Chee book by Hillerman more than once and am a \ great fan \ . I just finished this book and discussed it with a friend.. we both agreed it was so disappointing.. we cannot believe it was written by the same person. The writing was awkward and heavy-handed... by the second page I suspected something was wrong here. It reads like some cheap Harlequin mystery/romance.

The \ sensitive \ handling of Navajo spiritual beliefs, the \ beautiful \ rendering of the landscape, the terse but \ meaningful \ conversations are all missing.

All I can say is, the publishers need to pay more attention to future manuscripts and insure that a writer of Tony Hillerman's caliber is not allowed to decline in the public eye... he has given us much \ enjoyment \ .... he deserves \ better \ .

And if someone else is fleshing out Hillerman's plot lines.. the public should be warned.","I have read every Leaphorn/Chee book by Hillerman more than once and am a great fan. I just finished this book and discussed it with a friend.. we both agreed it was \ so disappointing \ .. we \ cannot \ believe it was written by the same person. The writing was \ awkward \ and \ heavy-handed \ ... by the second page I \ suspected \ something was \ wrong \ here. It reads like some \ cheap \ Harlequin mystery/romance.

The sensitive handling of Navajo spiritual beliefs, the beautiful rendering of the landscape, the terse but meaningful conversations are \ all missing \ .

All I can say is, the publishers \ need \ to pay more attention to future manuscripts and insure that a writer of Tony Hillerman's caliber is \ not \ allowed to decline in the public eye... he has given us much enjoyment.... he deserves better.

And if someone else is fleshing out Hillerman's plot lines.. the public should be \ warned \ .","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
61,204,"If Tony Hillerman wrote this novel (novella actually), I sure can't tell. I have been a Chee/Leaphorn fan for many years, but this novel is not in the same league with Hillerman's other work. It is reminiscent of a 'B' movie. Instead of building suspense, the plot is laid out all too plainly, the characters are unreal, and the Chee/Bernie romance doesn't ring true.  I am amazed that it was published.",1,2005263,"If Tony Hillerman wrote this novel (novella actually), I sure can't tell. I have been a Chee/Leaphorn fan for many years, but this novel is not in the same league with Hillerman's other work. It is reminiscent of a 'B' movie. Instead of building suspense, the plot is laid out all too plainly, the characters are unreal, and the Chee/Bernie romance doesn't ring true.  I am \ amazed \ that it was published.","If Tony Hillerman wrote this novel (novella actually), I sure \ can't \ tell. I have been a Chee/Leaphorn fan for many years, but this novel is \ not \ in the same league with Hillerman's other work. It is reminiscent of a \ 'B' \ movie. \ Instead \ of building suspense, the plot is laid out all \ too plainly \ , the characters are \ unreal \ , and the Chee/Bernie romance \ doesn't \ ring true.  I am amazed that it was published.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
62,211,"I am a big fan of all mystery and crime novels, so naturally I went out to get this book.  I was sadly disappointed, and almost regret my purchase.  There wasn't the usual umph I feel from his novels.  I do have one spark of good that came out of this.  I took the chance on a new author, I bought her book and loved it.  It was ""Waves of Deceit"" by Marlene de Velasco.  I would read that one again over this anyday.",2,2005263,"I am a \ big fan \ of all mystery and crime novels, so naturally I went out to get this book.  I was sadly disappointed, and almost regret my purchase.  There wasn't the usual umph I feel from his novels.  I do have one spark of \ good \ that came out of this.  I took the chance on a new author, I bought her book and \ loved \ it.  It was ""Waves of Deceit"" by Marlene de Velasco.  I would read that one again over this anyday.","I am a big fan of all mystery and crime novels, so naturally I went out to get this book.  I was \ sadly disappointed \ , and almost \ regret \ my purchase.  There \ wasn't \ the usual umph I feel from his novels.  I do have one spark of good that came out of this.  I took the chance on a new author, I bought her book and loved it.  It was ""Waves of Deceit"" by Marlene de Velasco.  I would read that one again over this anyday.","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
63,212,"I'm a big fan of his, and I have to say that this was a BIG letdown. It features: Stilted dialogue, no character development, no suspense, no description of Indian tradition and poor editing.

Avoid at all costs.",1,2005263,"I'm a \ big fan \ of his, and I have to say that this was a BIG letdown. It features: Stilted dialogue, no character development, no suspense, no description of Indian tradition and poor editing.

Avoid at all costs.","I'm a big fan of his, and I have to say that this was a \ BIG letdown \ . It features: \ Stilted \ dialogue, \ no \ character development, \ no \ suspense, \ no \ description of Indian tradition and \ poor \ editing.

\ Avoid \ at all costs.","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
64,213,i wouldn't bother with this one.  it is a crashing bore.  hillerman has been on a slide the past few years.  he has reached bottom.,1,2005263,i wouldn't bother with this one.  it is a crashing bore.  hillerman has been on a slide the past few years.  he has reached bottom.,i \ wouldn't bother \ with this one.  it is a \ crashing bore \ .  hillerman has been on a \ slide \ the past few years.  he has reached \ bottom \ .,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
65,215,"An interesting plot but all of Hillerman's strengths, careful delineation of place and characters is absent. Any characters from any author could fill the roles. Is someone writing for Hillerman now? I won't pay money for any further novels by this author until his writing improves.

A shame because his early novels are among my favorites.",1,2005263,"An \ interesting \ plot but all of Hillerman's \ strengths \ , \ careful \  delineation of place and characters is absent. Any characters from any author could fill the roles. Is someone writing for Hillerman now? I won't pay money for any further novels by this author until his writing improves.

A shame because his early novels are among my \ favorites \ .","An interesting plot \ but \ all of Hillerman's strengths, careful delineation of place and characters is \ absent \ . \ Any \ characters from any author could fill the roles. Is someone writing for Hillerman now? I \ won't pay \ money for any further novels by this author \ until \ his writing \ improves \ .

A \ shame \ because his early novels are among my favorites.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
66,217,"I agree with the reviewer who said 'read the others first'. Apart from the great spaces of the American Southwest, there's very little that's typically Hillerman here. Please Mr. Hillerman, stick with the various Amerindian cultures of the region - they're fascinating - give us more interplay & inter-reaction!",1,2005263,"I agree with the reviewer who said 'read the others first'. Apart from the \ great \ spaces of the American Southwest, there's very little that's typically Hillerman here. Please Mr. Hillerman, stick with the various Amerindian cultures of the region - they're \ fascinating \ - give us more interplay & inter-reaction!","I agree with the reviewer who said 'read the \ others \ first'. Apart from the great spaces of the American Southwest, there's \ very little \ that's typically Hillerman here. Please Mr. Hillerman, stick with the various Amerindian cultures of the region - they're fascinating - give us more interplay & inter-reaction!","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
67,218,"I love Tony Hillerman's books, but this one is a major disappointment. I have always found his descriptions of the Navaho culture and the lives of the characters to be very interesting with unique situations that distinguish him from the usual run-of-the-mill mystery writer. Substitute the character's names with any Anglo or Hispanic names, and you would not recognize this as a Hillerman book.

I was sorry to see that Bernie's character devolve from a strong woman officer to the lady-in-distress rescued by the hero, and eager to become the little woman after all. I was also sorry that Jim seems to be losing interest in becoming a healer.

They story was interesting and well written, if a bit of a stretch, but just not what I look for in a Hillerman book.",3,2005263,"I \ love \ Tony Hillerman's books, but this one is a major disappointment. I have always found his descriptions of the Navaho culture and the lives of the characters to be \ very interesting \ with \ unique \ situations that \ distinguish \ him from the usual run-of-the-mill mystery writer. Substitute the character's names with any Anglo or Hispanic names, and you would not recognize this as a Hillerman book.

I was sorry to see that Bernie's character devolve from a strong woman officer to the lady-in-distress rescued by the hero, and eager to become the little woman after all. I was also sorry that Jim seems to be losing interest in becoming a healer.

They story was \ interesting \ and \ well \ written, if a bit of a stretch, but just not what I look for in a Hillerman book.","I love Tony Hillerman's books, \ but \ this one is a \ major disappointment \ . I have always found his descriptions of the Navaho culture and the lives of the characters to be very interesting with unique situations that distinguish him from the usual run-of-the-mill mystery writer. Substitute the character's names with any Anglo or Hispanic names, and you would \ not \ recognize this as a Hillerman book.

I was \ sorry \ to see that Bernie's character \ devolve \ from a strong woman officer to the lady-in-distress rescued by the hero, and eager to become the little woman after all. I was also \ sorry \ that Jim seems to be \ losing \ interest in becoming a healer.

They story was interesting and well written, if a bit of a stretch, \ but \ just \ not \  what I look for in a Hillerman book.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
68,219,"Reading Tony Hillerman's latest, I was at first thrilled by the congregation of old friends - Jim, Joe, Bernie, Cowboy et al - and a return to the delightfully atmospheric Four Corners.  Then not too many pages further, my elation was undermined by a pathetically weak plot, a non-dimensional villan and female victim, and a rush to the totally predictable and maudlin denouemont.  Let's hope that Tony finds a second wind; these characters and northern New Mexico are too good to waste on a comic book story.",2,2005263,"Reading Tony Hillerman's latest, I was at first \ thrilled \ by the congregation of old friends - Jim, Joe, Bernie, Cowboy et al - and a return to the \ delightfully \ atmospheric Four Corners.  Then not too many pages further, my elation was undermined by a pathetically weak plot, a non-dimensional villan and female victim, and a rush to the totally predictable and maudlin denouemont.  Let's hope that Tony finds a second wind; these characters and northern New Mexico are \ too good \ to waste on a comic book story.","Reading Tony Hillerman's latest, I was at first thrilled by the congregation of old friends - Jim, Joe, Bernie, Cowboy et al - and a return to the delightfully atmospheric Four Corners.  Then \ not too many \ pages further, my elation was \ undermined \ by a \ pathetically weak \ plot, a \ non-dimensional \ villan and female victim, and a \ rush \ to the \ totally predictable \ and \ maudlin \ denouemont.  Let's hope that Tony finds a second wind; these characters and northern New Mexico are too good to \ waste \ on a comic book story.","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
69,222,"I love Tony Hillerman.  I have read every book he has written including all his Chee/Leaphorn books, his children's book, his coffee table book, his memoir, his non-fiction books, etc.  I even liked ""Finding Moon"".  Having said this, his last several Chee/Leaphorn books are delivering a diminishing return of enjoyment.  ""The Sinister Pig"" is an acceptable novel but without question the worst Chee/Leaphorn book to date. The books feel particularly strained in how Hillerman tries to bring all of the series characters (Chee, Leaphorn and Bernie) together in unlikely and implausible ways despite their natural separation by age, jobs and hundreds of miles.  What I most enjoy about Hillerman are his steady pacing, sense of the environment and interweaving of Navajo and western culture.  All of this is present in this novel.  What is missing is carefully plotting and crisp dialogue.",2,2005263,"I \ love \ Tony Hillerman.  I have read every book he has written including all his Chee/Leaphorn books, his children's book, his coffee table book, his memoir, his non-fiction books, etc.  I even \ liked \ ""Finding Moon"".  Having said this, his last several Chee/Leaphorn books are delivering a diminishing return of enjoyment.  ""The Sinister Pig"" is an \ acceptable \ novel but without question the worst Chee/Leaphorn book to date. The books feel particularly strained in how Hillerman tries to bring all of the series characters (Chee, Leaphorn and Bernie) together in unlikely and implausible ways despite their natural separation by age, jobs and hundreds of miles.  What I most \ enjoy \ about Hillerman are his steady pacing, sense of the environment and interweaving of Navajo and western culture.  All of this is present in this novel.  What is missing is \ carefully \ plotting and \ crisp \ dialogue.","I love Tony Hillerman.  I have read every book he has written including all his Chee/Leaphorn books, his children's book, his coffee table book, his memoir, his non-fiction books, etc.  I even liked ""Finding Moon"".  Having said this, his last several Chee/Leaphorn books are delivering a \ diminishing \ return of enjoyment.  ""The Sinister Pig"" is an acceptable novel but \ without \ question the \ worst \ Chee/Leaphorn book to date. The books feel particularly \ strained \ in how Hillerman tries to bring all of the series characters (Chee, Leaphorn and Bernie) together in \ unlikely \ and \ implausible \ ways despite their natural separation by age, jobs and hundreds of miles.  What I most enjoy about Hillerman are his steady pacing, sense of the environment and interweaving of Navajo and western culture.  All of this is present in this novel.  What is \ missing \ is carefully plotting and crisp dialogue.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
